date,prcp,t_median,gwl_median
2015-12-23,0.81,55.0,32.625
2015-12-24,0.0,45.5,32.66
2015-12-25,0.0,46.0,32.605000000000004
2015-12-26,0.98,49.5,32.585
2015-12-27,1.86,48.5,32.54
2015-12-28,0.81,42.5,32.584999999999994
2015-12-29,0.01,39.0,32.56999999999999
2015-12-30,0.0,33.0,32.555
2015-12-31,0.0,29.5,32.66
2016-01-01,0.0,26.5,32.685
2016-01-02,0.0,32.0,32.644999999999996
2016-01-03,0.0,29.5,32.695
2016-01-04,0.0,30.0,32.62
2016-01-05,0.0,25.5,32.54
2016-01-06,0.0,31.5,32.565
2016-01-07,0.0,38.0,32.535
2016-01-08,0.26,45.5,32.43
2016-01-09,0.53,44.0,32.365
2016-01-10,0.29,23.0,32.545
2016-01-11,0.01,18.0,32.78
2016-01-22,0.0,24.0,32.980000000000004
2016-01-23,0.0,24.5,32.955
2016-01-24,0.0,27.0,32.905
2016-01-25,0.01,37.5,32.8
2016-01-26,0.01,39.0,32.835
2016-01-27,0.0,28.0,32.9
2016-01-28,0.0,38.0,32.87
2016-01-29,0.0,32.5,32.745000000000005
2016-01-30,0.0,46.0,32.79
2016-01-31,0.04,50.5,32.7
2016-02-01,0.0,41.5,32.76
2016-02-02,0.3,46.0,32.69499999999999
2016-02-03,0.0,45.5,32.66
2016-02-04,0.0,27.0,32.760000000000005
2016-02-05,0.0,30.5,32.825
2016-02-06,0.0,33.0,32.775000000000006
2016-02-07,0.0,43.5,32.724999999999994
2016-02-08,0.04,30.5,32.715
2016-02-09,0.01,19.0,32.775000000000006
2016-02-10,0.01,14.0,32.91
2016-02-11,0.0,18.0,32.995000000000005
2016-02-12,0.0,22.0,33.025000000000006
2016-02-13,0.0,13.5,33.045
2016-02-14,0.1,16.5,33.065
2016-02-15,0.0,27.0,33.19
2016-02-16,0.0,32.5,33.114999999999995
2016-02-17,0.0,35.0,33.14
2016-02-18,0.0,36.5,33.135
2016-02-19,0.0,51.0,33.045
2016-02-20,0.0,56.0,32.945
2016-02-21,0.0,45.5,32.91
2016-02-22,0.0,41.0,32.980000000000004
2016-02-23,0.0,41.0,33.015
2016-03-01,0.39,36.0,32.965
2016-03-02,0.0,27.5,33.065
2016-03-03,0.06,35.5,33.035
2016-03-04,0.01,34.0,33.035
2016-03-05,0.0,38.0,32.96
2016-03-06,0.0,43.5,32.92
2016-03-07,0.0,55.0,32.945
2016-03-08,0.0,61.5,33.03
2016-03-09,0.06,62.0,32.989999999999995
2016-03-10,0.66,51.5,32.95
2016-03-11,0.0,49.5,32.89
2016-03-12,0.0,55.0,32.855000000000004
2016-03-13,0.31,61.0,32.92
2016-03-14,0.14,58.5,32.9
2016-03-15,0.0,62.5,32.989999999999995
2016-03-16,0.0,60.0,32.96
2016-03-17,0.0,50.5,32.915
2016-03-18,0.0,47.0,32.91
2016-03-19,0.0,42.5,32.9
2016-03-20,0.0,38.0,32.945
2016-03-21,0.0,40.0,32.955
2016-03-22,0.0,53.0,32.965
2016-03-23,0.0,58.5,32.94
2016-03-24,0.95,51.0,32.885
2016-03-25,0.0,41.5,32.870000000000005
2016-03-26,0.0,46.5,32.875
2016-03-27,0.17,57.0,32.87
2016-03-28,0.0,46.5,32.94
2016-03-29,0.0,45.0,32.875
2016-03-30,0.64,56.0,32.875
2016-03-31,0.09,58.5,32.83
2016-04-01,0.0,47.5,32.845
2016-04-02,0.0,40.5,32.754999999999995
2016-04-03,0.0,44.0,32.775000000000006
2016-04-04,0.0,45.0,32.775
2016-04-05,0.0,36.5,32.815
2016-04-06,0.16,51.5,32.735
2016-04-07,0.08,40.5,32.705
2016-04-08,0.07,37.0,32.724999999999994
2016-04-09,0.0,34.0,32.775
2016-04-10,0.53,46.5,32.84
2016-04-11,1.07,45.5,32.795
2016-04-13,0.0,48.0,32.655
2016-04-14,0.0,53.0,32.685
2016-04-15,0.0,58.0,32.685
2016-04-16,0.0,64.0,32.769999999999996
2016-04-17,0.0,64.5,32.79
2016-04-18,0.0,66.0,32.825
2016-04-19,0.0,68.0,32.9
2016-04-20,0.01,65.5,32.83
2016-04-21,0.34,62.5,32.864999999999995
2016-04-22,0.23,58.5,32.72
2016-04-23,0.0,57.0,32.730000000000004
2016-04-24,0.0,60.5,32.735
2016-04-25,0.0,67.5,32.8
2016-04-26,0.03,70.0,32.855000000000004
2016-04-27,0.26,54.5,32.815
2016-04-28,0.33,62.0,32.825
2016-04-29,0.0,57.0,32.77
2016-04-30,0.79,56.0,32.665000000000006
2016-05-01,0.09,68.0,32.705
2016-05-02,0.08,55.5,32.644999999999996
2016-05-03,0.14,56.5,32.620000000000005
2016-05-04,0.08,50.0,32.545
2016-05-05,0.02,52.0,32.455
2016-05-06,0.0,58.5,32.480000000000004
2016-05-07,0.0,61.5,32.480000000000004
2016-05-08,0.17,52.0,32.495
2016-05-09,0.49,56.5,32.405
2016-05-10,0.14,66.0,32.415000000000006
2016-05-11,0.62,71.0,32.485
2016-05-12,0.53,66.0,32.49
2016-05-13,0.06,59.5,32.455
2016-05-14,0.25,48.5,32.32
2016-05-15,0.0,48.5,32.254999999999995
2016-05-16,0.0,49.0,32.31
2016-05-17,0.12,53.5,32.315
2016-05-17,0.22,54.0,32.315
2016-05-18,0.0,59.5,32.254999999999995
2016-05-19,0.0,57.5,32.22
2016-05-20,0.04,61.0,32.215
2016-05-21,0.24,64.5,32.165
2016-05-22,0.0,66.0,32.225
2016-05-23,0.0,63.5,32.36
2016-05-24,0.0,67.0,32.495000000000005
2016-05-25,0.0,74.0,32.615
2016-05-26,0.09,72.0,32.665
2016-05-27,0.0,76.0,32.635
2016-05-28,0.0,78.0,32.575
2016-05-29,0.0,76.5,32.465
2016-05-30,0.0,76.0,32.465
2016-05-31,0.0,76.5,32.620000000000005
2016-06-01,0.27,74.0,32.705
2016-06-02,0.1,76.0,32.650000000000006
2016-06-03,0.0,73.0,32.69
2016-06-04,1.29,68.5,32.709999999999994
2016-06-05,0.0,71.0,32.62
2016-06-06,0.0,74.0,32.685
2016-06-07,0.0,66.0,32.655
2016-06-08,0.0,64.5,32.629999999999995
2016-06-09,0.0,68.0,32.68000000000001
2016-06-10,0.0,78.5,32.760000000000005
2016-06-11,0.0,82.0,32.78
2016-06-12,0.0,80.5,32.754999999999995
2016-06-13,0.0,76.5,32.825
2016-06-14,2.25,73.0,32.91
2016-06-15,3.14,79.0,32.91
2016-06-17,0.0,75.0,32.79
2016-06-18,0.0,75.5,32.745
2016-06-19,0.0,76.5,32.67
2016-06-20,1.04,81.5,32.81
2016-06-21,0.02,77.5,32.9
2016-06-22,0.38,74.0,32.96
2016-06-23,0.14,80.0,33.095
2016-06-24,0.0,77.5,33.114999999999995
2016-06-25,0.0,77.5,33.0
2016-06-26,0.23,82.5,33.099999999999994
2016-06-27,0.0,80.5,33.19
2016-06-28,0.0,69.5,33.14
2016-06-29,0.0,66.5,33.035
2016-06-30,0.0,69.0,32.985
2016-07-01,0.0,70.0,33.055
2016-07-02,0.0,62.0,32.894999999999996
2016-07-03,0.7,65.0,32.81
2016-07-04,0.06,70.0,32.735
2016-07-05,0.01,77.0,32.855
2016-07-06,0.76,76.5,32.99
2016-07-07,0.0,76.5,32.989999999999995
2016-07-08,0.0,79.0,33.01
2016-07-09,0.0,73.5,32.825
2016-07-10,0.0,72.5,32.72
2016-07-11,0.0,76.5,32.845
2016-07-12,0.26,78.5,33.015
2016-07-13,0.99,80.5,33.11
2016-07-14,0.0,78.0,33.04
2016-07-15,0.0,77.0,33.019999999999996
2016-07-16,0.0,71.5,32.93
2016-07-17,0.05,75.0,32.82
2016-07-18,2.29,74.5,32.995000000000005
2016-07-19,0.0,79.5,32.989999999999995
2016-07-20,0.0,80.5,32.99
2016-07-21,0.0,82.5,33.06
2016-07-22,0.0,84.0,33.085
2016-07-23,0.0,83.0,33.03
2016-07-24,0.0,84.5,33.025000000000006
2016-07-25,0.02,81.0,33.215
2016-07-26,0.09,79.0,33.224999999999994
2016-07-27,0.0,79.0,33.175
2016-07-28,0.0,80.5,33.21
2016-07-29,0.13,79.5,33.185
2016-07-30,0.0,77.5,33.120000000000005
2016-07-31,0.0,77.0,33.084999999999994
2016-08-01,0.0,78.5,33.155
2016-08-02,0.0,79.5,33.21
2016-08-03,0.0,81.5,33.375
2016-08-04,0.08,80.5,33.36
2016-08-05,0.0,80.5,33.38
2016-08-06,0.0,77.0,33.325
2016-08-07,0.0,75.5,33.215
2016-08-08,0.0,78.0,33.345
2016-08-09,0.0,79.5,33.375
2016-08-10,0.0,81.0,33.55
2016-08-11,0.0,84.5,33.51
2016-08-12,0.0,84.0,33.605000000000004
2016-08-13,1.09,76.5,33.435
2016-08-14,0.72,71.5,33.245000000000005
2016-08-15,0.81,74.5,33.275
2016-08-16,0.09,76.0,33.3
2016-08-17,0.0,77.0,33.375
2016-08-18,0.0,77.0,33.43
2016-08-19,0.52,78.5,33.425
2016-08-20,1.03,76.5,33.335
2016-08-21,0.0,70.5,33.28
2016-08-22,0.0,70.0,33.230000000000004
2016-08-23,0.0,70.5,33.235
2016-08-24,0.83,78.0,33.269999999999996
2016-08-25,0.0,81.5,33.285
2016-08-26,0.47,81.0,33.26
2016-08-27,0.17,77.5,33.019999999999996
2016-08-28,0.19,80.5,32.825
2016-08-29,0.0,79.5,32.875
2016-08-30,0.3,81.0,32.879999999999995
2016-08-31,0.0,76.5,32.849999999999994
2016-09-01,0.0,70.0,32.760000000000005
2016-09-02,0.0,69.0,32.67
2016-09-03,0.0,69.5,32.555
2016-09-04,0.0,69.5,32.465
2016-09-05,0.0,77.0,32.43
2016-09-06,0.0,79.0,32.57
2016-09-07,0.0,81.0,32.655
2016-09-08,0.4,78.5,32.695
2016-09-09,0.39,76.0,32.68
2016-09-10,0.48,71.0,32.54
2016-09-11,0.0,67.5,32.425
2016-09-12,0.0,67.5,32.465
2016-09-13,0.0,69.5,32.480000000000004
2016-09-14,0.0,74.0,32.54
2016-09-15,0.0,71.5,32.515
2016-09-16,0.54,75.0,32.504999999999995
2016-09-17,1.11,74.5,32.355000000000004
2016-09-18,0.0,72.5,32.335
2016-09-19,0.0,71.0,32.435
2016-09-20,0.0,73.0,32.435
2016-09-21,0.0,74.5,32.455
2016-09-22,0.0,75.0,32.445
2016-09-23,0.0,76.5,32.415
2016-09-24,0.0,74.5,32.43
2016-09-25,0.17,74.0,32.305
2016-09-26,0.27,64.5,32.29
2016-09-27,0.0,62.5,32.205
2016-09-28,0.55,59.5,32.185
2016-09-29,0.0,62.0,32.21
2016-09-30,0.13,63.0,32.11
2016-10-01,0.01,59.5,32.035
2016-10-02,0.0,61.5,32.004999999999995
2016-10-03,0.0,61.5,32.115
2016-10-04,0.0,66.5,32.22
2016-10-05,0.0,72.0,32.260000000000005
2016-10-06,0.0,72.5,32.335
2016-10-07,0.0,69.5,32.33
2016-10-08,0.0,57.5,32.215
2016-10-09,0.0,58.0,32.19
2016-10-10,0.0,61.5,32.17
2016-10-11,0.0,64.0,32.21
2016-10-12,0.06,65.5,32.21
2016-10-13,0.01,54.0,32.12
2016-10-14,0.0,55.5,32.085
2016-10-15,0.0,64.0,32.025
2016-10-16,0.49,68.0,32.01
2016-10-17,0.0,73.5,32.17
2016-10-18,0.0,72.5,32.3
2016-10-19,1.78,66.0,32.349999999999994
2016-10-20,0.85,55.5,32.155
2016-10-21,0.04,50.0,32.015
2016-10-22,0.0,48.5,32.005
2016-10-23,0.0,58.0,31.91
2016-10-24,0.0,54.0,31.9
2016-10-25,0.0,49.5,31.86
2016-10-26,0.03,55.5,31.84
2016-10-27,0.0,55.0,31.854999999999997
2016-10-28,0.0,53.5,31.865000000000002
2016-10-29,0.0,67.5,31.85
2016-10-30,0.0,59.0,31.845
2016-10-31,0.0,55.5,31.810000000000002
2016-11-01,0.0,67.0,31.88
2016-11-02,0.09,68.0,32.015
2016-11-03,0.0,58.5,31.985
2016-11-04,0.0,52.5,31.895000000000003
2016-11-05,0.0,51.0,31.92
2016-11-07,0.0,55.0,31.895
2016-11-08,0.09,53.0,31.895
2016-11-09,0.0,48.0,31.880000000000003
2016-11-10,0.0,47.0,31.83
2016-11-11,0.0,48.5,31.845
2016-11-12,0.0,41.5,31.85
2016-11-13,0.0,41.5,31.835
2016-11-14,0.0,45.5,31.805
2016-11-15,0.0,50.5,31.845
2016-11-16,0.0,52.0,31.85
2016-11-17,0.0,57.0,31.85
2016-11-18,0.86,59.0,31.955
2016-11-19,0.0,36.5,31.945
2016-11-20,0.0,31.0,31.965
2016-11-21,0.0,33.0,31.994999999999997
2016-11-22,0.0,36.5,31.91
2016-11-23,0.63,43.5,31.895000000000003
2016-11-24,0.01,43.5,31.875
2016-11-25,0.0,38.5,31.855
2016-11-26,0.0,40.5,31.845
2016-11-27,0.0,40.0,31.83
2016-11-28,1.14,47.0,31.805
2016-11-29,0.0,55.5,31.880000000000003
2016-11-30,0.0,45.5,31.955
2016-12-01,0.0,37.5,31.965
2016-12-02,0.0,38.0,31.905
2016-12-03,0.0,35.5,31.915
2016-12-04,0.27,37.0,32.015
2016-12-05,0.0,38.5,32.165
2016-12-06,0.14,37.0,31.995
2016-12-07,0.0,30.5,32.05
2016-12-08,0.0,23.5,32.235
2016-12-09,0.0,24.0,32.235
2016-12-10,0.0,24.0,32.144999999999996
2016-12-11,0.15,32.0,32.06
2016-12-12,0.0,31.0,32.114999999999995
2016-12-13,0.2,21.5,32.150000000000006
2016-12-14,0.0,11.5,32.155
2016-12-15,0.0,8.0,32.225
2016-12-16,0.02,20.5,32.175
2016-12-17,0.42,29.0,32.075
2016-12-18,0.02,13.5,32.24
2016-12-19,0.0,9.5,32.239999999999995
2016-12-20,0.0,23.5,32.285
2016-12-21,0.0,32.0,32.254999999999995
2016-12-22,0.0,35.0,32.21
2016-12-23,0.15,33.5,32.269999999999996
2016-12-24,0.04,40.5,32.14
2016-12-25,0.0,41.0,32.120000000000005
2016-12-26,0.2,54.0,32.08
2016-12-27,0.0,35.0,32.185
2016-12-28,0.02,36.0,32.24
2016-12-29,0.03,36.5,32.165
2016-12-30,0.0,32.5,32.185
2016-12-31,0.0,38.0,32.265
2017-01-01,0.0,34.0,32.295
