date,prcp,t_median,gwl_median
2015-01-01,0.0,26.0,33.0
2015-01-02,0.0,32.0,32.925
2015-01-03,0.79,42.5,32.91
2015-01-04,0.01,28.0,32.849999999999994
2015-01-05,0.11,9.0,32.935
2015-01-06,0.08,14.0,33.065
2015-01-07,0.0,3.0,32.995000000000005
2015-01-08,0.0,6.5,33.16
2015-01-09,0.0,11.0,33.285
2015-01-10,0.0,10.5,33.33
2015-01-11,0.43,27.5,33.375
2015-01-12,0.19,25.0,33.25
2015-01-13,0.0,15.5,33.315
2015-01-14,0.0,13.0,33.34
2015-01-15,0.0,24.5,33.345
2015-01-16,0.0,31.5,33.150000000000006
2015-01-17,0.0,39.0,33.06
2015-01-18,0.01,36.0,32.985
2015-01-19,0.0,35.0,33.015
2015-01-20,0.0,40.0,33.004999999999995
2015-01-21,0.0,36.5,32.965
2015-01-22,0.0,30.5,32.945
2015-01-23,0.0,29.0,32.965
2015-01-24,0.0,29.5,32.925
2015-01-25,0.04,28.5,32.87
2015-01-26,0.0,21.5,32.965
2015-01-27,0.01,24.5,33.010000000000005
2015-01-28,0.0,24.5,33.04
2015-01-29,0.0,37.5,32.980000000000004
2015-01-30,0.01,25.5,32.900000000000006
2015-01-31,0.13,26.0,32.965
2015-02-01,0.29,30.0,33.004999999999995
2015-02-02,0.01,20.0,32.975
2015-02-03,0.0,26.0,33.055
2015-02-04,0.07,28.5,32.965
2015-02-05,0.0,14.5,33.075
2015-02-06,0.0,24.5,32.955
2015-02-07,0.0,41.5,32.91
2015-02-08,0.0,46.5,32.81
2015-02-09,0.0,31.0,32.825
2015-02-10,0.0,27.0,32.96
2015-02-11,0.0,32.0,33.004999999999995
2015-02-12,0.0,20.0,32.925
2015-02-13,0.0,20.0,32.955
2015-02-14,0.0,18.0,33.16
2015-02-15,0.0,12.0,33.285
2015-02-16,0.14,11.0,33.285
2015-02-17,0.01,13.5,33.26
2015-02-18,0.07,8.5,33.29
2015-02-19,0.0,2.0,33.3
2015-02-20,0.0,6.0,33.435
2015-02-21,0.47,25.5,33.480000000000004
2015-02-22,0.0,22.0,33.489999999999995
2015-02-23,0.01,11.0,33.485
2015-02-24,0.0,9.5,33.47
2015-02-25,0.0,23.5,33.44
2015-02-26,0.04,16.0,33.515
2015-02-27,0.0,10.0,33.585
2015-02-28,0.23,16.0,33.46
2015-03-01,0.53,26.5,33.59
2015-03-02,0.0,24.0,33.575
2015-03-03,0.28,33.0,33.519999999999996
2015-03-04,0.07,27.0,33.53
2015-03-05,0.0,15.5,33.515
2015-03-06,0.0,16.0,33.55
2015-03-07,0.0,31.5,33.425
2015-03-08,0.0,38.0,33.3
2015-03-09,0.0,39.5,33.295
2015-03-10,0.4,44.5,33.205
2015-03-11,0.0,49.0,33.205
2015-03-12,0.0,45.5,33.205
2015-03-13,0.51,47.5,33.084999999999994
2015-03-14,0.43,51.0,33.025
2015-03-15,0.0,49.0,32.97
2015-03-16,0.0,61.5,33.055
2015-03-17,0.0,46.5,33.035
2015-03-18,0.0,36.5,32.95
2015-03-19,0.02,45.0,32.88
2015-03-20,0.03,43.5,32.88
2015-03-21,0.0,48.5,32.8
2015-03-22,0.0,44.0,32.775
2015-03-23,0.03,35.5,32.885000000000005
2015-03-24,0.04,35.0,32.965
2015-03-25,0.63,48.0,32.815
2015-03-26,0.5,39.5,32.81
2015-03-27,0.0,28.0,32.785
2015-03-28,0.0,28.5,32.879999999999995
2015-03-29,0.06,37.5,32.775000000000006
2015-03-30,0.0,48.5,32.765
2015-03-31,0.0,53.5,32.760000000000005
2015-04-01,0.0,53.0,32.795
2015-04-02,0.39,61.5,32.86
2015-04-03,0.11,50.0,32.79
2015-04-04,0.0,42.5,32.785
2015-04-05,0.0,49.0,32.735
2015-04-07,0.16,59.5,32.805
2015-04-08,1.49,62.0,32.89
2015-04-09,0.36,68.5,32.935
2015-04-10,0.03,57.0,32.91
2015-04-11,0.0,50.0,32.80500000000001
2015-04-12,0.0,55.0,32.775
2015-04-13,0.03,62.5,32.795
2015-04-14,0.0,55.5,32.79
2015-04-15,0.11,57.5,32.769999999999996
2015-04-16,0.21,59.0,32.765
2015-04-17,0.0,60.5,32.805
2015-04-18,0.0,62.5,32.815
2015-04-19,1.3,60.0,32.78
2015-04-20,0.3,51.5,32.72
2015-04-21,0.0,51.5,32.66
2015-04-22,0.1,43.5,32.66
2015-04-23,0.0,44.5,32.655
2015-04-24,0.0,47.0,32.64
2015-04-25,0.62,50.0,32.605000000000004
2015-04-26,0.0,48.5,32.53
2015-04-27,0.0,46.5,32.555
2015-04-28,0.0,51.0,32.53
2015-04-30,0.0,52.5,32.51
2015-05-01,0.0,55.5,32.55
2015-05-02,0.0,61.0,32.535
2015-05-03,0.0,64.5,32.5
2015-05-04,0.07,66.0,32.625
2015-05-05,0.0,71.5,32.69
2015-05-06,0.0,70.0,32.75
2015-05-07,0.0,71.5,32.835
2015-05-08,0.0,72.5,32.84
2015-05-09,0.46,71.5,32.79
2015-05-10,0.14,73.0,32.72
2015-05-11,0.06,68.5,32.834999999999994
2015-05-12,0.0,55.0,32.769999999999996
2015-05-13,0.0,55.5,32.725
2015-05-14,0.0,58.5,32.715
2015-05-15,0.15,70.5,32.785
2015-05-16,0.19,68.0,32.82
2015-05-17,0.0,72.0,32.755
2015-05-18,0.0,70.5,32.82
2015-05-19,0.0,55.5,32.785
2015-05-20,0.0,47.5,32.68
2015-05-21,0.0,55.0,32.61
2015-05-22,0.0,60.0,32.675
2015-05-23,0.0,67.0,32.655
2015-05-24,0.0,70.0,32.599999999999994
2015-05-25,0.02,72.0,32.614999999999995
2015-05-26,0.0,72.5,32.76
2015-05-27,0.06,72.5,32.870000000000005
2015-05-28,0.0,70.0,32.91
2015-05-29,0.0,73.5,32.955
2015-05-30,0.54,74.5,32.91
2015-05-31,0.02,60.5,32.834999999999994
2015-06-01,0.0,56.5,32.79
2015-06-02,0.0,59.0,32.785
2015-06-03,0.0,60.5,32.835
2015-06-04,0.0,68.5,32.86
2015-06-05,0.0,74.0,32.97
2015-06-06,0.0,67.0,32.955
2015-06-07,0.0,74.0,32.870000000000005
2015-06-08,0.79,68.5,32.92
2015-06-09,0.0,69.0,32.995
2015-06-10,0.0,76.0,33.085
2015-06-11,0.0,80.0,33.129999999999995
2015-06-12,0.05,80.0,33.16
2015-06-13,0.08,79.5,33.145
2015-06-14,0.04,79.0,33.07
2015-06-15,0.38,78.5,33.16
2015-06-16,0.51,76.0,33.315
2015-06-17,0.26,75.0,33.36
2015-06-18,0.26,77.0,33.364999999999995
2015-06-19,0.81,73.5,33.379999999999995
2015-06-20,0.0,73.5,33.315
2015-06-21,0.22,73.5,33.215
2015-06-22,0.0,77.0,33.305
2015-06-23,0.0,74.0,33.39
2015-06-24,0.0,70.5,33.405
2015-06-25,0.55,74.0,33.41
2015-06-26,1.07,70.5,33.44
2015-06-27,0.01,65.5,33.34
2015-06-28,0.0,67.5,33.150000000000006
2015-06-29,0.13,69.5,33.150000000000006
2015-06-30,0.01,72.5,33.17
2015-07-01,0.0,69.0,33.15
2015-07-02,0.0,70.0,33.195
2015-07-03,0.46,68.0,33.185
2015-07-04,0.0,70.5,33.129999999999995
2015-07-05,0.0,71.5,33.1
2015-07-06,0.0,73.5,33.165000000000006
2015-07-07,1.68,69.5,33.235
2015-07-08,0.47,63.5,33.005
2015-07-09,0.04,69.0,33.005
2015-07-10,0.05,69.0,32.93
2015-07-11,0.0,67.5,32.915
2015-07-12,0.86,77.0,32.83
2015-07-13,0.3,75.5,32.86
2015-07-14,0.0,77.5,32.915
2015-07-15,9.99,99.0,32.879999999999995
2015-07-16,0.0,72.0,32.875
2015-07-17,1.22,79.0,32.925
2015-07-18,0.0,80.0,32.83
2015-07-19,0.0,79.5,32.825
2015-07-20,1.5,77.0,32.72
2015-07-21,0.0,74.5,32.735
2015-07-22,0.0,70.5,32.655
2015-07-23,0.0,73.0,32.48
2015-07-24,0.0,74.0,32.495000000000005
2015-07-25,0.0,75.0,32.405
2015-07-26,0.77,78.5,32.355000000000004
2015-07-27,0.0,79.0,32.364999999999995
2015-07-28,0.0,81.5,32.42
2015-07-29,0.0,80.5,32.45
2015-07-30,0.0,75.0,32.480000000000004
2015-07-31,0.0,76.0,32.44
2015-08-01,0.0,74.0,32.43
2015-08-02,0.0,75.0,32.25
2015-08-03,0.1,76.5,32.315
2015-08-04,0.0,71.5,32.41
2015-08-05,0.0,74.5,32.425
2015-08-06,0.38,68.0,32.41
2015-08-07,0.0,70.0,32.36
2015-08-08,0.0,72.5,32.34
2015-08-09,0.03,74.0,32.225
2015-08-10,0.01,77.5,32.325
2015-08-11,0.0,74.5,32.375
2015-08-12,0.0,70.0,32.37
2015-08-13,0.0,70.5,32.355000000000004
2015-08-14,0.0,74.0,32.38
2015-08-15,0.0,74.5,32.370000000000005
2015-08-16,0.25,74.5,32.255
2015-08-17,0.18,76.0,32.269999999999996
2015-08-18,0.0,74.5,32.230000000000004
2015-08-19,0.17,74.0,32.285
2015-08-20,0.0,66.5,32.305
2015-08-21,0.0,67.5,32.269999999999996
2015-08-22,0.0,68.0,32.2
2015-08-23,0.01,73.0,32.065
2015-08-24,0.0,66.0,32.125
2015-08-25,0.0,63.0,32.08
2015-08-26,0.0,68.5,32.05
2015-08-27,0.0,68.0,32.05
2015-08-28,0.0,68.0,32.06
2015-08-29,0.0,73.0,31.994999999999997
2015-08-30,0.0,76.5,31.96
2015-08-31,0.0,76.0,32.03
2015-09-01,0.0,76.5,32.135000000000005
2015-09-02,0.0,77.5,32.18
2015-09-03,0.0,78.5,32.260000000000005
2015-09-04,0.02,81.0,32.38
2015-09-05,0.0,76.5,32.295
2015-09-06,0.0,78.5,32.235
2015-09-07,0.0,79.0,32.195
2015-09-08,0.0,79.5,32.345
2015-09-09,0.13,69.0,32.364999999999995
2015-09-17,0.0,68.5,32.34
2015-09-18,0.46,73.5,32.375
2015-09-19,1.11,64.0,32.325
2015-09-20,0.0,62.5,32.15
2015-09-21,0.0,63.0,32.125
2015-09-22,0.0,65.0,32.144999999999996
2015-09-23,0.0,67.5,32.18
2015-09-24,0.0,68.0,32.235
2015-09-25,0.0,70.0,32.235
2015-09-26,0.0,68.5,32.215
2015-09-27,0.0,68.5,32.16
2015-09-28,0.0,71.0,32.254999999999995
2015-09-29,0.26,66.5,32.33
2015-09-30,0.0,61.5,32.295
2015-10-01,0.0,57.0,32.215
2015-10-02,0.1,55.0,32.16
2015-10-03,0.05,48.5,32.07
2015-10-04,0.0,62.5,32.06
2015-10-05,0.0,64.5,32.205
2015-10-06,0.0,65.0,32.29
2015-10-07,0.0,65.5,32.32
2015-10-08,0.0,67.5,32.379999999999995
2015-10-09,0.0,57.0,32.345
2015-10-10,0.0,55.0,32.23
2015-10-11,0.0,58.5,32.175
2015-10-12,0.0,63.5,32.295
2015-10-13,0.0,55.5,32.295
2015-10-14,0.0,54.5,32.245000000000005
2015-10-15,0.0,55.0,32.224999999999994
2015-10-16,0.0,51.0,32.224999999999994
2015-10-17,0.0,43.0,32.125
2015-10-18,0.0,45.0,32.08
2015-10-19,0.0,52.0,32.120000000000005
2015-10-20,0.0,59.5,32.144999999999996
2015-10-21,0.0,61.5,32.215
2015-10-22,0.0,67.0,32.25
2015-10-23,0.0,62.5,32.285
2015-10-24,0.16,62.5,32.25
2015-10-26,0.0,53.0,32.21
2015-10-27,0.91,51.0,32.13
2015-10-29,0.0,44.5,32.095
2015-10-30,0.0,47.0,32.06
2015-10-31,0.09,51.5,32.025
2015-11-01,0.01,56.0,32.03
2015-11-02,0.0,55.5,32.19
2015-11-03,0.0,57.5,32.285
2015-11-04,0.0,62.0,32.39
2015-11-05,0.08,64.5,32.435
2015-11-06,0.28,55.5,32.42
2015-11-07,0.0,48.0,32.269999999999996
2015-11-08,0.0,44.0,32.205
2015-11-09,0.14,45.5,32.155
2015-11-10,0.01,48.0,32.165
2015-11-11,0.13,50.0,32.17
2015-11-12,0.0,52.5,32.315
2015-11-13,0.0,40.5,32.379999999999995
2015-11-14,0.0,41.5,32.385000000000005
2015-11-15,0.0,52.0,32.235
2015-11-16,0.12,47.0,32.269999999999996
2015-11-17,0.2,53.0,32.225
2015-11-18,0.31,58.0,32.230000000000004
2015-11-19,0.0,43.0,32.215
2015-11-20,0.0,40.0,32.19
2015-11-21,0.28,36.0,32.239999999999995
2015-11-22,0.0,23.5,32.375
2015-11-23,0.0,36.0,32.455
2015-11-24,0.0,41.0,32.394999999999996
2015-11-25,0.0,47.5,32.305
2015-11-26,0.0,56.5,32.285
2015-11-27,1.13,53.0,32.325
2015-11-28,0.22,41.5,32.465
2015-11-29,0.0,39.0,32.315
2015-11-30,0.0,43.0,32.385000000000005
2015-12-01,0.04,40.0,32.415
2015-12-02,0.15,33.5,32.415000000000006
2015-12-03,0.0,29.5,32.510000000000005
2015-12-04,0.0,33.0,32.56
2015-12-05,0.0,33.5,32.545
2015-12-06,0.0,40.5,32.56
2015-12-07,0.05,41.0,32.57
2015-12-08,0.0,44.5,32.545
2015-12-09,0.0,49.0,32.56
2015-12-10,0.0,48.0,32.575
2015-12-11,0.0,49.5,32.605000000000004
2015-12-12,0.0,63.0,32.61
2015-12-13,0.0,60.0,32.5
2015-12-14,0.53,54.0,32.535
2015-12-15,0.0,41.0,32.58
2015-12-16,0.02,45.0,32.565
2015-12-17,0.0,34.5,32.695
2015-12-18,0.0,31.0,32.78
2015-12-19,0.0,27.5,32.735
2015-12-20,0.0,37.5,32.775000000000006
2015-12-21,0.45,48.5,32.64
2015-12-22,0.07,49.0,32.614999999999995
