date,prcp,t_median,t_hr,gwl_median,gwl_hr
2015-05-21,0.0,55.5,8.5,32.61,0.020000000000003126
2015-05-22,0.0,60.0,16.0,32.675,0.10500000000000398
2015-05-23,0.0,67.0,12.0,32.655,0.03499999999999659
2015-05-24,0.0,72.0,13.0,32.599999999999994,0.020000000000003126
2015-05-25,0.01,73.0,6.0,32.614999999999995,0.06500000000000483
2015-05-26,0.07,72.0,8.0,32.76,0.17999999999999972
2015-05-27,0.07,72.5,9.5,32.870000000000005,0.1599999999999966
2015-05-28,0.0,72.0,12.0,32.91,0.12000000000000455
2015-05-29,0.0,74.5,9.5,32.955,0.11500000000000199
2015-05-30,1.28,75.0,9.0,32.91,0.0800000000000054
2015-05-31,0.08,61.0,6.0,32.834999999999994,0.07500000000000284
2015-06-01,0.0,58.0,6.0,32.79,0.07000000000000028
2015-06-02,0.0,59.5,10.5,32.785,0.06500000000000483
2015-06-03,0.0,61.0,10.0,32.835,0.134999999999998
2015-06-04,0.0,69.5,12.5,32.86,0.10000000000000142
2015-06-05,0.0,75.0,12.0,32.97,0.17999999999999972
2015-06-06,0.0,68.5,7.5,32.955,0.125
2015-06-07,0.0,75.0,13.0,32.870000000000005,0.05999999999999517
2015-06-08,1.9,69.5,9.5,32.92,0.14999999999999858
2015-06-09,0.0,70.0,12.0,32.995,0.125
2015-06-10,0.0,77.5,12.5,33.085,0.15500000000000114
2015-06-11,0.0,79.5,10.5,33.129999999999995,0.1700000000000017
2015-06-12,0.21,80.5,8.5,33.16,0.11000000000000654
2015-06-13,0.0,79.5,8.5,33.145,0.125
2015-06-14,0.13,78.0,8.0,33.07,0.11999999999999744
2015-06-15,0.54,79.0,9.0,33.16,0.240000000000002
2015-06-16,0.5,77.5,6.5,33.315,0.17500000000000426
2015-06-17,0.75,75.5,3.5,33.36,0.14999999999999858
2015-06-18,0.67,77.0,9.0,33.364999999999995,0.14500000000000313
2015-06-19,0.67,73.0,5.0,33.379999999999995,0.1600000000000037
2015-06-20,0.0,74.5,4.5,33.315,0.09499999999999886
2015-06-21,0.27,74.5,9.5,33.215,0.10499999999999687
2015-06-22,0.0,77.5,8.5,33.305,0.19500000000000028
2015-06-23,0.0,75.5,7.5,33.39,0.14999999999999858
2015-06-24,0.0,71.0,9.0,33.405,0.14499999999999602
2015-06-25,0.85,74.5,8.5,33.41,0.13000000000000256
2015-06-26,1.57,71.0,5.0,33.44,0.12000000000000455
2015-06-27,0.0,66.0,6.0,33.34,0.10999999999999943
2015-06-28,0.09,66.5,11.5,33.150000000000006,0.0899999999999963
2015-06-29,0.21,70.0,7.0,33.150000000000006,0.11999999999999744
2015-06-30,0.0,73.0,9.0,33.17,0.12999999999999545
2015-07-01,0.0,70.0,8.0,33.15,0.10999999999999943
2015-07-02,0.0,71.0,9.0,33.195,0.16499999999999915
2015-07-03,0.07,69.5,6.5,33.185,0.134999999999998
2015-07-04,0.0,72.0,10.0,33.129999999999995,0.13000000000000256
2015-07-05,0.0,72.5,8.5,33.1,0.14000000000000057
2015-07-06,0.0,74.0,11.0,33.165000000000006,0.2149999999999963
2015-07-07,4.43,70.5,8.5,33.235,0.17499999999999716
2015-07-08,0.36,64.5,5.5,33.005,0.054999999999999716
2015-07-09,0.04,70.0,4.0,33.005,0.125
2015-07-10,0.03,69.5,5.5,32.93,0.0799999999999983
2015-07-11,0.01,68.5,9.5,32.915,0.09499999999999886
2015-07-12,1.49,77.5,9.5,32.83,0.10000000000000142
2015-07-13,1.49,74.5,7.5,32.86,0.14999999999999858
2015-07-14,0.26,77.5,10.5,32.915,0.16499999999999915
2015-07-15,0.0,73.0,9.0,32.879999999999995,0.1600000000000037
2015-07-16,0.0,73.0,10.0,32.875,0.16499999999999915
2015-07-17,3.43,79.0,11.0,32.925,0.16500000000000625
2015-07-18,0.0,80.0,11.0,32.83,0.12000000000000455
2015-07-19,0.0,80.5,6.5,32.825,0.125
2015-07-20,0.27,78.0,8.0,32.72,0.10000000000000142
2015-07-21,0.0,75.0,9.0,32.735,0.14500000000000313
2015-07-22,0.0,71.0,12.0,32.655,0.14499999999999602
2015-07-23,0.0,74.0,10.0,32.48,0.07000000000000028
2015-07-24,0.0,75.5,9.5,32.495000000000005,0.14499999999999602
2015-07-25,0.0,77.0,10.0,32.405,0.125
2015-07-26,1.25,79.5,8.5,32.355000000000004,0.134999999999998
2015-07-27,0.01,80.0,9.0,32.364999999999995,0.2050000000000054
2015-07-28,0.0,83.0,9.0,32.42,0.18999999999999773
2015-07-29,0.0,81.0,10.0,32.45,0.20999999999999375
2015-07-30,0.0,75.0,11.0,32.480000000000004,0.1599999999999966
2015-07-31,0.0,77.0,11.0,32.44,0.1600000000000037
2015-08-01,0.0,73.5,10.5,32.43,0.1700000000000017
2015-08-02,0.0,76.0,12.0,32.25,0.09000000000000341
2015-08-03,0.0,79.0,10.0,32.315,0.2150000000000034
2015-08-04,0.0,72.5,10.5,32.41,0.18000000000000682
2015-08-05,0.0,75.5,9.5,32.425,0.17500000000000426
2015-08-06,0.45,70.0,5.0,32.41,0.14000000000000057
2015-08-07,0.0,71.0,12.0,32.36,0.17999999999999972
2015-08-08,0.0,73.5,9.5,32.34,0.18999999999999773
2015-08-09,0.01,75.0,6.0,32.225,0.11500000000000199
2015-08-10,0.0,78.0,8.0,32.325,0.2049999999999983
2015-08-11,0.0,75.5,9.5,32.375,0.19500000000000028
2015-08-12,0.0,69.5,11.5,32.37,0.14000000000000057
2015-08-13,0.0,72.0,13.0,32.355000000000004,0.15499999999999403
2015-08-14,0.0,74.5,9.5,32.38,0.17999999999999972
2015-08-15,0.22,76.0,9.0,32.370000000000005,0.12999999999999545
2015-08-16,0.11,76.5,8.5,32.255,0.125
2015-08-17,0.15,76.0,8.0,32.269999999999996,0.1600000000000037
2015-08-18,0.0,74.5,9.5,32.230000000000004,0.11999999999999744
2015-08-19,0.61,76.0,9.0,32.285,0.18500000000000227
2015-08-20,0.0,68.0,9.0,32.305,0.134999999999998
2015-08-21,0.0,68.5,12.5,32.269999999999996,0.10000000000000142
2015-08-22,0.0,70.0,10.0,32.2,0.12999999999999545
2015-08-23,0.0,73.0,11.0,32.065,0.07500000000000284
2015-08-24,0.0,65.5,10.5,32.125,0.14500000000000313
2015-08-25,0.0,63.0,11.0,32.08,0.09000000000000341
2015-08-26,0.0,70.0,8.0,32.05,0.09000000000000341
2015-08-27,0.0,68.0,10.0,32.05,0.10000000000000142
2015-08-28,0.0,69.5,10.5,32.06,0.0899999999999963
2015-08-29,0.0,73.5,8.5,31.994999999999997,0.045000000000001705
2015-08-30,0.0,78.0,9.0,31.96,0.04999999999999716
2015-08-31,0.0,77.0,10.0,32.03,0.14000000000000057
2015-09-01,0.0,78.0,8.0,32.135000000000005,0.10499999999999687
2015-09-02,0.0,79.0,11.0,32.18,0.10000000000000142
2015-09-03,0.0,80.0,11.0,32.260000000000005,0.1699999999999946
2015-09-04,0.03,81.5,12.5,32.38,0.14000000000000057
2015-09-05,0.0,79.0,12.0,32.295,0.134999999999998
2015-09-06,0.0,79.0,13.0,32.235,0.11500000000000199
2015-09-07,0.0,80.5,11.5,32.195,0.08500000000000085
2015-09-08,0.0,81.0,10.0,32.345,0.2150000000000034
2015-09-09,0.18,70.5,3.5,32.364999999999995,0.13500000000000512
2015-09-10,0.0,73.0,11.0,32.361875,0.13812500000000405
2015-09-11,0.27,61.5,3.5,32.35875,0.14125000000000298
2015-09-12,0.0,59.5,8.5,32.355624999999996,0.14437500000000192
2015-09-13,0.0,59.0,13.0,32.3525,0.14750000000000085
2015-09-14,0.0,63.5,13.5,32.349375,0.1506249999999998
2015-09-15,0.0,68.0,14.0,32.34625,0.15374999999999872
2015-09-16,0.0,69.0,13.0,32.343125,0.15687499999999766
2015-09-17,0.0,70.5,12.5,32.34,0.1599999999999966
2015-09-18,0.37,73.0,10.0,32.375,0.17499999999999716
2015-09-19,0.58,64.5,8.5,32.325,0.134999999999998
2015-09-20,0.0,63.5,10.5,32.15,0.03999999999999915
2015-09-21,0.0,64.0,12.0,32.125,0.06499999999999773
2015-09-22,0.0,67.0,14.0,32.144999999999996,0.09500000000000597
2015-09-23,0.0,69.5,13.5,32.18,0.10999999999999943
2015-09-24,0.0,70.0,13.0,32.235,0.09499999999999886
2015-09-25,0.0,71.0,13.0,32.235,0.09499999999999886
2015-09-26,0.0,69.0,7.0,32.215,0.09499999999999886
2015-09-27,0.0,69.0,8.0,32.16,0.09000000000000341
2015-09-28,0.0,73.5,10.5,32.254999999999995,0.17500000000000426
2015-09-29,0.27,67.0,6.0,32.33,0.12000000000000455
2015-09-30,0.0,62.5,6.5,32.295,0.08500000000000085
2015-10-01,0.0,58.0,8.0,32.215,0.0449999999999946
2015-10-02,0.14,56.0,7.0,32.16,0.060000000000002274
2015-10-03,0.05,48.5,1.5,32.07,0.030000000000001137
2015-10-04,0.0,63.0,13.0,32.06,0.04999999999999716
2015-10-05,0.0,65.0,10.0,32.205,0.14500000000000313
2015-10-06,0.0,65.5,9.5,32.29,0.14999999999999858
2015-10-07,0.0,66.5,11.5,32.32,0.11999999999999744
2015-10-08,0.0,69.5,9.5,32.379999999999995,0.1600000000000037
2015-10-09,0.0,58.5,8.5,32.345,0.09499999999999886
2015-10-10,0.0,56.0,12.0,32.23,0.07000000000000028
2015-10-11,0.0,59.0,15.0,32.175,0.054999999999999716
2015-10-12,0.0,66.0,13.0,32.295,0.17499999999999716
2015-10-13,0.0,57.5,8.5,32.295,0.09499999999999886
2015-10-14,0.0,54.0,13.0,32.245000000000005,0.06499999999999773
2015-10-15,0.0,55.5,17.5,32.224999999999994,0.06500000000000483
2015-10-16,0.0,51.0,11.0,32.224999999999994,0.07500000000000284
2015-10-17,0.0,43.0,10.0,32.125,0.02499999999999858
2015-10-18,0.0,45.0,15.0,32.08,0.020000000000003126
2015-10-19,0.0,52.0,16.0,32.120000000000005,0.0799999999999983
2015-10-20,0.0,59.5,13.5,32.144999999999996,0.08500000000000085
2015-10-21,0.0,63.0,13.0,32.215,0.134999999999998
2015-10-22,0.0,70.0,12.0,32.25,0.11999999999999744
2015-10-23,0.0,65.0,10.0,32.285,0.10500000000000398
2015-10-24,0.12,63.0,10.0,32.25,0.060000000000002274
2015-10-25,0.0,54.0,8.0,32.195,0.02499999999999858
2015-10-26,0.0,53.0,12.0,32.21,0.07000000000000028
2015-10-27,0.91,51.0,4.0,32.13,0.03999999999999915
2015-10-28,0.51,54.5,9.5,32.105000000000004,0.0449999999999946
2015-10-29,0.0,44.5,6.5,32.095,0.045000000000001705
2015-10-30,0.0,47.0,4.0,32.06,0.01999999999999602
2015-10-31,0.09,51.5,7.5,32.025,0.015000000000000568
2015-11-01,0.01,57.0,10.0,32.03,0.030000000000001137
2015-11-02,0.0,57.5,13.5,32.19,0.1700000000000017
2015-11-03,0.0,58.5,14.5,32.285,0.17500000000000426
2015-11-04,0.0,63.0,13.0,32.39,0.20000000000000284
2015-11-05,0.04,68.5,7.5,32.435,0.14499999999999602
2015-11-06,0.23,55.5,9.5,32.42,0.11999999999999744
2015-11-07,0.0,48.0,9.0,32.269999999999996,0.030000000000001137
2015-11-08,0.0,44.0,11.0,32.205,0.035000000000003695
2015-11-09,0.14,45.5,12.5,32.155,0.015000000000000568
2015-11-10,0.01,48.0,8.0,32.165,0.054999999999999716
2015-11-11,0.13,50.0,13.0,32.17,0.0899999999999963
2015-11-12,0.0,52.5,7.5,32.315,0.07500000000000284
2015-11-13,0.0,40.5,9.5,32.379999999999995,0.09000000000000341
2015-11-14,0.0,41.5,15.5,32.385000000000005,0.10499999999999687
2015-11-15,0.0,52.0,13.0,32.235,0.045000000000001705
2015-11-16,0.12,47.0,9.0,32.269999999999996,0.09000000000000341
2015-11-17,0.2,53.0,6.0,32.225,0.045000000000001705
2015-11-18,0.35,58.0,4.0,32.230000000000004,0.04999999999999716
2015-11-19,0.0,43.0,11.0,32.215,0.03499999999999659
2015-11-20,0.0,40.0,11.0,32.19,0.020000000000003126
2015-11-21,0.28,36.0,9.0,32.239999999999995,0.0800000000000054
2015-11-22,0.0,23.5,7.5,32.375,0.08500000000000085
2015-11-23,0.0,36.0,9.0,32.455,0.09499999999999886
2015-11-24,0.0,41.0,12.0,32.394999999999996,0.08500000000000085
2015-11-25,0.0,47.5,10.5,32.305,0.015000000000000568
2015-11-26,0.0,56.5,5.5,32.285,0.005000000000002558
2015-11-27,1.13,53.0,8.0,32.325,0.06499999999999773
2015-11-28,0.22,41.5,3.5,32.465,0.09499999999999886
2015-11-29,0.0,39.0,3.0,32.315,0.054999999999999716
2015-11-30,0.0,43.0,7.0,32.385000000000005,0.134999999999998
2015-12-01,0.04,40.0,8.0,32.415,0.11500000000000199
2015-12-02,0.15,33.5,4.5,32.415000000000006,0.10499999999999687
2015-12-03,0.0,29.5,5.5,32.510000000000005,0.12999999999999545
2015-12-04,0.0,33.0,4.0,32.56,0.0799999999999983
2015-12-05,0.0,33.5,5.5,32.545,0.09499999999999886
2015-12-06,0.0,40.5,12.5,32.56,0.09999999999999432
2015-12-07,0.05,41.0,2.0,32.57,0.10000000000000142
2015-12-08,0.0,44.5,10.5,32.545,0.09499999999999886
2015-12-09,0.0,49.0,7.0,32.56,0.0899999999999963
2015-12-10,0.0,48.0,9.0,32.575,0.09499999999999886
2015-12-11,0.0,49.5,8.5,32.605000000000004,0.08499999999999375
2015-12-12,0.0,63.5,6.5,32.61,0.09000000000000341
2015-12-13,0.0,58.5,3.5,32.5,0.03999999999999915
2015-12-14,0.36,54.0,12.0,32.535,0.09500000000000597
2015-12-15,0.0,41.0,2.0,32.58,0.0799999999999983
2015-12-16,0.02,45.0,9.0,32.565,0.08500000000000085
2015-12-17,0.0,34.5,5.5,32.695,0.06499999999999773
2015-12-18,0.0,31.0,3.0,32.78,0.10000000000000142
2015-12-19,0.0,27.5,6.5,32.735,0.08500000000000085
2015-12-20,0.0,37.5,12.5,32.775000000000006,0.10499999999999687
2015-12-21,0.45,48.5,5.5,32.64,0.030000000000001137
2015-12-22,0.07,49.0,5.0,32.614999999999995,0.005000000000002558
2015-12-23,0.79,55.5,8.5,32.625,0.03499999999999659
2015-12-24,0.0,45.5,10.5,32.66,0.060000000000002274
2015-12-25,0.0,46.0,5.0,32.605000000000004,0.0049999999999954525
2015-12-26,0.98,49.5,7.5,32.585,0.015000000000000568
2015-12-27,1.86,48.5,10.5,32.54,0.030000000000001137
2015-12-28,0.81,42.5,6.5,32.584999999999994,0.10500000000000398
2015-12-29,0.01,39.0,6.0,32.56999999999999,0.09000000000000341
2015-12-30,0.0,33.0,3.0,32.555,0.08500000000000085
2015-12-31,0.0,29.5,1.5,32.66,0.15000000000000568
2016-01-01,0.0,26.5,3.5,32.685,0.125
2016-01-02,0.0,32.0,7.0,32.644999999999996,0.08500000000000085
2016-01-03,0.0,29.5,4.5,32.695,0.07500000000000284
2016-01-04,0.0,30.0,5.0,32.62,0.07000000000000028
2016-01-05,0.0,25.5,7.5,32.54,0.07000000000000028
2016-01-06,0.0,31.5,10.5,32.565,0.07500000000000284
2016-01-07,0.0,38.0,11.0,32.535,0.06500000000000483
2016-01-08,0.26,45.5,4.5,32.43,0.03999999999999915
2016-01-09,0.53,44.0,6.0,32.365,0.02499999999999858
2016-01-10,0.29,23.0,15.0,32.545,0.22500000000000142
2016-01-11,0.01,18.0,12.0,32.78,0.0899999999999963
2016-01-12,0.04,18.0,13.0,32.79818181818182,0.09181818181817841
2016-01-13,0.0,13.0,12.0,32.81636363636364,0.0936363636363605
2016-01-14,0.0,37.0,13.0,32.834545454545456,0.09545454545454261
2016-01-15,0.13,38.5,7.5,32.85272727272727,0.09727272727272472
2016-01-16,0.0,27.5,4.5,32.870909090909095,0.09909090909090681
2016-01-17,0.01,15.0,10.0,32.88909090909091,0.10090909090908892
2016-01-18,0.0,7.0,6.0,32.90727272727273,0.10272727272727103
2016-01-19,0.0,11.0,8.0,32.92545454545455,0.10454545454545312
2016-01-20,0.13,19.0,3.0,32.943636363636365,0.10636363636363523
2016-01-21,0.0,20.5,7.5,32.96181818181819,0.10818181818181732
2016-01-22,0.0,24.0,4.0,32.980000000000004,0.10999999999999943
2016-01-23,0.0,24.5,6.5,32.955,0.13500000000000512
2016-01-24,0.0,27.0,13.0,32.905,0.06499999999999773
2016-01-25,0.01,37.5,12.5,32.8,0.04000000000000625
2016-01-26,0.01,39.0,11.0,32.835,0.08500000000000085
2016-01-27,0.0,28.0,4.0,32.9,0.07000000000000028
2016-01-28,0.0,38.0,10.0,32.87,0.10999999999999943
2016-01-29,0.0,32.5,6.5,32.745000000000005,0.02499999999999858
2016-01-30,0.0,46.0,15.0,32.79,0.07000000000000028
2016-01-31,0.04,50.5,9.5,32.7,0.01999999999999602
2016-02-01,0.0,41.5,8.5,32.76,0.07000000000000028
2016-02-02,0.3,46.0,15.0,32.69499999999999,0.035000000000003695
2016-02-03,0.0,45.5,15.5,32.66,0.020000000000003126
2016-02-04,0.0,27.0,5.0,32.760000000000005,0.0799999999999983
2016-02-05,0.0,30.5,10.5,32.825,0.09499999999999886
2016-02-06,0.0,33.0,13.0,32.775000000000006,0.06499999999999773
2016-02-07,0.0,43.5,11.5,32.724999999999994,0.07500000000000284
2016-02-08,0.04,30.5,8.5,32.715,0.07499999999999574
2016-02-09,0.01,19.0,4.0,32.775000000000006,0.06499999999999773
2016-02-10,0.01,14.0,4.0,32.91,0.13000000000000256
2016-02-11,0.0,18.0,9.0,32.995000000000005,0.14499999999999602
2016-02-12,0.0,22.0,5.0,33.025000000000006,0.17499999999999716
2016-02-13,0.0,13.5,6.5,33.045,0.10499999999999687
2016-02-14,0.1,16.5,3.5,33.065,0.15500000000000114
2016-02-15,0.0,27.0,7.0,33.19,0.1600000000000037
2016-02-16,0.0,32.5,5.5,33.114999999999995,0.11500000000000199
2016-02-17,0.0,35.0,5.0,33.14,0.10999999999999943
2016-02-18,0.0,36.5,8.5,33.135,0.125
2016-02-19,0.0,51.0,12.0,33.045,0.09499999999999886
2016-02-20,0.0,57.0,15.0,32.945,0.02499999999999858
2016-02-21,0.0,45.5,10.5,32.91,0.020000000000003126
2016-02-22,0.0,41.0,9.0,32.980000000000004,0.09999999999999432
2016-02-23,0.0,41.0,12.0,33.015,0.10499999999999687
2016-02-24,1.7,34.5,1.5,33.00785714285714,0.10499999999999687
2016-02-25,0.0,33.5,1.5,33.00071428571429,0.10499999999999687
2016-02-26,0.0,34.5,4.5,32.99357142857143,0.10499999999999687
2016-02-27,0.0,39.5,15.5,32.986428571428576,0.10499999999999687
2016-02-28,0.08,53.5,13.5,32.979285714285716,0.10499999999999687
2016-02-29,0.01,46.0,10.0,32.97214285714286,0.10499999999999687
